,0
67,https://www.airbnb.com.vn/rooms/1210188841673851054?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1962855304&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899956_P3MX24taMKenRg4n&previous_page_section_name=1000&federated_search_id=78724e10-019c-479a-a4d2-7ae5d2ecea4b
68,https://www.airbnb.com.vn/rooms/1148504339572909036?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899956_P31MdKPxmefTOBHl&previous_page_section_name=1000&federated_search_id=78724e10-019c-479a-a4d2-7ae5d2ecea4b
69,https://www.airbnb.com.vn/rooms/904271076733579454?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899956_P3RYSLABOfoIyVJd&previous_page_section_name=1000&federated_search_id=78724e10-019c-479a-a4d2-7ae5d2ecea4b
70,https://www.airbnb.com.vn/rooms/42236178?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899956_P37-F38ZJ741adfw&previous_page_section_name=1000&federated_search_id=78724e10-019c-479a-a4d2-7ae5d2ecea4b
71,https://www.airbnb.com.vn/rooms/632181936678012934?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899956_P3COctGfyrR17DJm&previous_page_section_name=1000&federated_search_id=78724e10-019c-479a-a4d2-7ae5d2ecea4b
72,https://www.airbnb.com.vn/rooms/1099989425920478474?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899958_P3sLFvWJ52tC8qAA&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
73,https://www.airbnb.com.vn/rooms/1056920511102445888?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899959_P33YGQ5PNFrXDFmI&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
74,https://www.airbnb.com.vn/rooms/1117901973868714933?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1969576014&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-07&source_impression_id=p3_1723899959_P3XNy9Kl0Kc-jG36&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
75,https://www.airbnb.com.vn/rooms/1159103098217113310?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-09-01&check_out=2024-09-06&source_impression_id=p3_1723899959_P3avbnEFhb9mDeii&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
76,https://www.airbnb.com.vn/rooms/24068079?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=470293698&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899959_P3f_azWqeSMebt1R&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
77,https://www.airbnb.com.vn/rooms/1069445941874942312?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899959_P3_-PLNIKaPgGZP9&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
78,https://www.airbnb.com.vn/rooms/1212737938147419887?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1965502510&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899959_P35_4SAeddUy9e0O&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
79,https://www.airbnb.com.vn/rooms/1043191877807686324?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899959_P3Twxq0aoUscCcHy&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
80,https://www.airbnb.com.vn/rooms/1086478812429657730?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899959_P3LeFll7MIpj4NZN&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
81,https://www.airbnb.com.vn/rooms/903318992424485376?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1678336127&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899959_P39whmKs1ML8y26y&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
82,https://www.airbnb.com.vn/rooms/43492362?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899959_P3CeN8OGYOwjY_UT&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
83,https://www.airbnb.com.vn/rooms/978778814822974807?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-27&check_out=2024-09-01&source_impression_id=p3_1723899959_P3iwbTWgKAQi0170&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
84,https://www.airbnb.com.vn/rooms/42344215?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899959_P39mX20zXGNUmdih&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
85,https://www.airbnb.com.vn/rooms/846819270885155226?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1615560196&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899959_P3dIjjT9tmZ6AuvF&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
86,https://www.airbnb.com.vn/rooms/1220286871108893546?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-25&check_out=2024-08-30&source_impression_id=p3_1723899959_P3FMVIwfHM--lHUq&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
87,https://www.airbnb.com.vn/rooms/1040326227123193407?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899959_P3xjfea13xaOtRCd&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
88,https://www.airbnb.com.vn/rooms/1165535960450021072?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899959_P3qYn0YflaeVVmxJ&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
89,https://www.airbnb.com.vn/rooms/1015663545469610721?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899959_P3fJkr6WxH6hPJMb&previous_page_section_name=1000&federated_search_id=fb7be766-a69c-42e4-9704-2d6bded96ffa
90,https://www.airbnb.com.vn/rooms/1117901973868714933?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1969576014&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-07&source_impression_id=p3_1723899960_P3Cw2ZiOU6I_tNFL&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
91,https://www.airbnb.com.vn/rooms/36303405?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899961_P38IwPYweXxZNsq_&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
92,https://www.airbnb.com.vn/rooms/25902258?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-26&check_out=2024-08-31&source_impression_id=p3_1723899961_P3ME4oox1sF5Bz_g&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
93,https://www.airbnb.com.vn/rooms/1056920511102445888?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899961_P39m9Ca_zKu6DrxF&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
94,https://www.airbnb.com.vn/rooms/1212737938147419887?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1965502510&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899961_P35MhA0ONf7KmSlh&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
95,https://www.airbnb.com.vn/rooms/903318992424485376?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1678336127&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899961_P3r4bhYB500cn8pl&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
96,https://www.airbnb.com.vn/rooms/1069445941874942312?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899961_P3be9tO5NR_Ljb9p&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
97,https://www.airbnb.com.vn/rooms/978778814822974807?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-27&check_out=2024-09-01&source_impression_id=p3_1723899961_P3d2a91F1zKs3C3T&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
98,https://www.airbnb.com.vn/rooms/1043191877807686324?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899961_P3Dsua5aeUj1M5ZV&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
99,https://www.airbnb.com.vn/rooms/1086478812429657730?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899961_P3All1oKbT6_lH9m&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
100,https://www.airbnb.com.vn/rooms/846819270885155226?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1615560196&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899961_P3pcmburm72xF5DK&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
101,https://www.airbnb.com.vn/rooms/1220286871108893546?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-25&check_out=2024-08-30&source_impression_id=p3_1723899961_P3w7qfd6VNCeqjN7&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
102,https://www.airbnb.com.vn/rooms/43492362?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899961_P3oAdgbCRBuAYiWc&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
103,https://www.airbnb.com.vn/rooms/1040326227123193407?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899961_P34dodQcPOX3OH-q&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
104,https://www.airbnb.com.vn/rooms/1165535960450021072?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899961_P3s0TVK497GRcdsr&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
105,https://www.airbnb.com.vn/rooms/42105684?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899961_P3H17r7KKXH-P39b&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
106,https://www.airbnb.com.vn/rooms/1015663545469610721?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899961_P39S3WYylkZ3Wx6_&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
107,https://www.airbnb.com.vn/rooms/823143988308120871?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899961_P3_Sr83Z1mMa5Rg4&previous_page_section_name=1000&federated_search_id=930b9be5-1bc7-4202-9454-39a07df22825
108,https://www.airbnb.com.vn/rooms/1198534893403821980?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899963_P3q4IZqbDSqJQGb1&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
109,https://www.airbnb.com.vn/rooms/1212733463350954771?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1965467438&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899964_P3gI6qhJFcRAF0QA&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
110,https://www.airbnb.com.vn/rooms/889502789544410820?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899964_P3l0GmVs73dPdtIo&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
111,https://www.airbnb.com.vn/rooms/1139728402913363577?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1888995143&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899964_P3eUT5s-jy3HZHW5&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
112,https://www.airbnb.com.vn/rooms/1195443472557451935?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1947111868&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899964_P3NOndCSFZ_puYx3&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
113,https://www.airbnb.com.vn/rooms/1215935529333607749?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-22&check_out=2024-08-27&source_impression_id=p3_1723899964_P3WbOPoZE104tRaR&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
114,https://www.airbnb.com.vn/rooms/1127335175616778149?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899964_P3iDUmaP-H-zDOOm&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
115,https://www.airbnb.com.vn/rooms/1149060061708465852?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1903724373&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899964_P36Cr5EWrFiRIhYI&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
116,https://www.airbnb.com.vn/rooms/595599188098248992?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899964_P3_cajftV6vGt___&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
117,https://www.airbnb.com.vn/rooms/1212724867199650601?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-19&check_out=2024-08-24&source_impression_id=p3_1723899964_P3Ea1cojwCXtJOyr&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
118,https://www.airbnb.com.vn/rooms/672074971845085211?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899964_P3o82VUW8LHmsJJB&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
119,https://www.airbnb.com.vn/rooms/1176714036139305194?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899964_P323YeZZO7TNFUiw&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
120,https://www.airbnb.com.vn/rooms/1119835879104558729?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899964_P3C6ITjjYEedH2WQ&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
121,https://www.airbnb.com.vn/rooms/34983031?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899964_P3Zo5OC7k9cV_I3r&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
122,https://www.airbnb.com.vn/rooms/790403141651304942?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-26&check_out=2024-08-31&source_impression_id=p3_1723899964_P3Y2DjqMVc98_lK2&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
123,https://www.airbnb.com.vn/rooms/1180420489289053671?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-09-04&check_out=2024-09-09&source_impression_id=p3_1723899964_P3M3R32DfxyQmbly&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
124,https://www.airbnb.com.vn/rooms/43537885?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899964_P3RwA5hnWbyDW4kG&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
125,https://www.airbnb.com.vn/rooms/42787439?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1031491346&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899964_P3zPkzjvOMd-5P7-&previous_page_section_name=1000&federated_search_id=7ea818c1-8df1-4bf3-bac9-bab56deb25cb
126,https://www.airbnb.com.vn/rooms/1107678475420939931?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899966_P3_ewlYi9bdhtV0h&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
127,https://www.airbnb.com.vn/rooms/841228399880392089?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899967_P3SD2WmrexuC3BG8&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
128,https://www.airbnb.com.vn/rooms/1056195429588674831?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899967_P3Wpeqt3mNQAwXLz&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
129,https://www.airbnb.com.vn/rooms/1085217426047530356?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1968339656&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899967_P3o1acSXjIhMyHJx&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
130,https://www.airbnb.com.vn/rooms/24056720?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=470269607&search_mode=regular_search&check_in=2024-08-20&check_out=2024-08-25&source_impression_id=p3_1723899967_P3Oxl-MNB3yYoLO4&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
131,https://www.airbnb.com.vn/rooms/927469887311755470?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-25&check_out=2024-08-30&source_impression_id=p3_1723899967_P3ELcc4Oo1yXkhBX&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
132,https://www.airbnb.com.vn/rooms/47059074?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-17&check_out=2024-08-22&source_impression_id=p3_1723899967_P3w7Y6ssENGMeizU&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
133,https://www.airbnb.com.vn/rooms/41583509?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-08-18&check_out=2024-08-23&source_impression_id=p3_1723899967_P3VYKhann09hdhxw&previous_page_section_name=1000&federated_search_id=3d62ecdf-b12c-48b8-bf79-b2b8c78e036c
